Year;Month;Day;Hour;Temp;Luftfuktighet;Lutftryck;Vikt;ViktSkillnad
2022;8;24;2;15.553793;49.318166;908.734333;124.153333;0.52113
2022;8;24;3;15.035172;49.2345;907.214;124.587627;0.434294
2022;8;24;4;14.585689;49.144833;905.620833;124.967833;0.380206
2022;8;24;5;14.416551;49.081833;904.499166;125.410677;0.442844
2022;8;24;6;14.136379;49.027833;903.639166;125.7925;0.381823
2022;8;24;7;14.386724;49.0095;903.386833;125.822666;0.030166
2022;8;24;8;15.983965;49.110833;905.482333;124.907166;-0.9155
2022;8;24;9;17.42862;49.3385;909.926333;124.232;-0.675166
2022;8;24;10;20.37;49.7225;917.865833;123.513728;-0.718272
2022;8;24;11;22.00362;50.015;922.404166;122.645333;-0.868395
2022;8;24;12;22.118448;50.132166;923.724666;121.777118;-0.868215
2022;8;24;13;22.545862;50.271833;926.300666;120.518666;-1.258452
2022;8;24;14;23.302931;50.418166;929.148666;119.071333;-1.447333
2022;8;24;15;23.228103;50.473898;929.85305;118.057288;-1.014045
2022;8;24;16;23.003275;50.4415;929.231;117.363;-0.694288
2022;8;24;17;23.065172;50.412666;929.1275;116.851016;-0.511984
2022;8;24;18;22.950862;50.983559;924.667457;116.276779;-0.574237
2022;8;24;19;22.591403;50.358833;928.847666;116.109322;-0.167457
2022;8;24;20;22.099482;50.301666;928.229833;116.328166;0.218844
2022;8;24;21;21.48931;50.221666;926.8005;116.787457;0.459291
2022;8;24;22;20.127241;50.05;923.598;117.284666;0.497209
2022;8;24;23;19.029482;49.868135;920.405762;117.848833;0.564167
2022;8;25;0;18.213448;49.720666;917.919333;118.549661;0.700828
2022;8;25;1;17.293275;49.565666;915.410666;119.147;0.597339
2022;8;25;2;16.536206;49.437;913.185;119.48983;0.34283
2022;8;25;3;15.565862;49.290166;910.638666;120.044666;0.554836
2022;8;25;4;15.041551;49.16;908.568333;121.037166;0.9925
2022;8;25;5;14.960344;49.092;907.712666;122.198813;1.161647
2022;8;25;6;15.022758;49.063;907.5435;123.385166;1.186353
2022;8;25;7;14.768448;49.003389;906.696271;124.184576;0.79941
2022;8;25;8;14.786379;49.010833;906.893333;124.821666;0.63709
2022;8;25;9;15.496896;49.048333;907.738166;125.34;0.518334
2022;8;25;10;18.432241;49.305833;913.396666;125.109322;-0.230678
2022;8;25;11;21.481551;49.587833;918.819;124.135833;-0.973489
2022;8;25;12;21.80035;49.763898;921.849322;123.470172;-0.665661
2022;8;25;13;22.592241;50.484576;919.720169;122.222203;-1.247969
2022;8;25;14;23.192931;50.061016;927.570169;120.9995;-1.222703
2022;8;25;15;23.298965;50.1135;928.1345;120.014915;-0.984585
2022;8;25;16;23.413448;50.140333;928.794333;119.021;-0.993915
2022;8;25;17;23.544482;50.184;929.9355;118.429333;-0.591667
2022;8;25;18;23.450862;50.1785;930.008333;118.077627;-0.351706
2022;8;25;19;22.847586;50.1365;929.422833;117.9635;-0.114127
2022;8;25;20;21.92362;50.052166;927.984666;118.228644;0.265144
2022;8;25;21;20.630862;49.927;925.9255;119.0725;0.843856
2022;8;25;22;19.46931;49.786666;923.311666;120.335166;1.262666
2022;8;25;23;18.481896;49.627118;920.357796;121.44305;1.107884
2022;8;26;0;17.664137;49.483333;917.737666;122.408166;0.965116
2022;8;26;1;17.216896;49.378;915.916166;123.446949;1.038783
2022;8;26;2;16.936379;49.290666;914.449;124.518666;1.071717
2022;8;26;3;16.780172;49.211666;913.0675;125.564666;1.046
2022;8;26;4;16.866379;49.162833;912.308666;126.428135;0.863469
2022;8;26;5;16.672456;49.129166;911.611;127.145666;0.717531
2022;8;26;6;16.632758;49.096166;910.912166;127.810338;0.664672
2022;8;26;7;16.537241;49.116949;911.199661;127.9885;0.178162
2022;8;26;8;16.787758;49.127833;911.359;128.460333;0.471833
2022;8;26;9;17.161034;49.188833;912.297666;128.751525;0.291192
2022;8;26;10;17.316206;49.237833;912.8995;129.611333;0.859808
2022;8;26;11;18.003965;49.337333;914.706333;129.811666;0.200333
2022;8;26;12;18.949137;49.484833;917.319166;129.918474;0.106808
2022;8;26;13;19.737068;49.572666;918.545;130.611333;0.692859
2022;8;26;14;20.657586;49.68;920.322;130.768644;0.157311
2022;8;26;15;20.902413;49.786101;921.926271;131.323;0.554356
2022;8;26;16;21.878103;49.935666;924.588166;131.303333;-0.019667
2022;8;26;17;22.978448;50.132666;927.841833;131.168135;-0.135198
2022;8;26;18;23.46431;50.304833;930.5185;130.9045;-0.263635
2022;8;26;19;23.311896;50.453666;932.636333;130.827627;-0.076873
2022;8;26;20;23.067413;50.5075;932.380833;131.120833;0.293206
2022;8;26;21;22.277758;50.476833;930.305;131.633898;0.513065
2022;8;26;22;21.509655;50.441833;928.589833;132.039333;0.405435
2022;8;26;23;20.842413;50.365666;925.987333;132.520666;0.481333
2022;8;27;0;20.244482;50.29305;923.694237;133.083389;0.562723
2022;8;27;1;19.567586;50.228333;921.5235;133.6545;0.571111
2022;8;27;2;18.991896;50.188;920.009833;134.143559;0.489059
2022;8;27;3;18.872586;50.173666;919.081;134.607666;0.464107
2022;8;27;4;18.71931;50.179;918.52;134.89;0.282334
2022;8;27;5;18.433793;50.171333;917.614833;135.309;0.419
2022;8;27;6;18.220689;50.154333;916.4145;135.6885;0.3795
2022;8;27;7;18.187931;50.1795;916.365;136.010338;0.321838
2022;8;27;8;18.437068;50.24;916.954166;136.066666;0.056328
2022;8;27;9;18.888103;50.323666;917.941833;135.7145;-0.352166
2022;8;27;10;19.628275;50.434666;919.445666;135.130338;-0.584162
2022;8;27;11;20.497413;50.562333;921.297666;134.618833;-0.511505
2022;8;27;12;23.160172;50.7585;924.861333;133.616271;-1.002562
2022;8;27;13;25.737413;51.108166;931.623;131.7125;-1.903771
2022;8;27;14;26.347586;51.381;936.016;130.247833;-1.464667
2022;8;27;15;26.226206;51.562203;938.758813;129.16;-1.087833
2022;8;27;16;23.041379;51.666166;939.330166;129.149333;-0.010667
2022;8;27;17;24.332068;51.673666;938.532333;129.807457;0.658124
2022;8;27;18;23.807413;51.680666;937.8115;129.940166;0.132709
2022;8;27;19;22.473793;51.636833;936.173333;130.287118;0.346952
2022;8;27;20;21.586034;51.573333;934.020333;131.010166;0.723048
2022;8;27;21;21.021034;51.489666;931.734166;131.7475;0.737334
2022;8;27;22;20.955;51.439;930.0135;132.324745;0.577245
2022;8;27;23;20.747586;51.409333;928.704;132.756666;0.431921
2022;8;28;0;20.20362;51.374745;927.109491;133.279322;0.522656
2022;8;28;1;19.833965;51.341666;925.695333;133.494166;0.214844
2022;8;28;2;19.422068;51.327;924.608833;133.758305;0.264139
2022;8;28;3;19.483103;51.3075;923.227;133.954166;0.195861
2022;8;28;4;18.812758;51.286833;921.972166;134.121666;0.1675
2022;8;28;5;17.940862;51.243333;920.166333;134.617796;0.49613
2022;8;28;6;17.809137;51.196333;918.326833;135.125166;0.50737
2022;8;28;7;18.292758;51.219;918.275833;140.657457;5.532291
2022;8;28;9;19.375344;51.398333;920.252166;134.656666;-6.000791
2022;8;28;10;20.312931;51.549833;922.731166;134.045762;-0.610904
2022;8;28;11;20.590689;51.703;924.602;133.357166;-0.688596
2022;8;28;12;21.257931;51.8175;926.1115;132.662542;-0.694624
2022;8;28;13;21.252586;51.952;927.729;131.954166;-0.708376
2022;8;28;14;20.681379;51.994166;927.488333;131.847666;-0.1065
2022;8;28;15;20.407068;51.990847;926.540508;132.091186;0.24352
2022;8;28;16;20.825517;52.034333;926.846666;132.166166;0.07498
2022;8;28;17;20.966896;52.088;927.089;132.080338;-0.085828
2022;8;28;18;20.439137;52.125666;926.872;132.1005;0.020162
2022;8;28;19;19.577241;52.087333;925.183;132.969491;0.868991
2022;8;28;20;19.474827;52.036833;923.463666;133.624833;0.655342
2022;8;28;21;18.923793;51.9895;921.694;134.2545;0.629667
2022;8;28;22;17.109655;51.8725;918.421;134.834067;0.579567
2022;8;28;23;16.313448;51.715084;914.732711;135.421;0.586933
2022;8;29;0;15.165344;51.5565;910.989833;135.737288;0.316288
2022;8;29;1;14.311206;51.390833;907.538666;135.919166;0.181878
2022;8;29;2;13.741724;51.266333;904.732833;135.997796;0.07863
2022;8;29;3;13.436724;51.154;902.3295;136.106;0.108204
2022;8;29;4;13.266034;51.066833;900.2965;136.3525;0.2465
2022;8;29;5;13.217068;51.034833;899.366333;136.416779;0.064279
2022;8;29;6;12.774655;51.004;898.349333;136.385333;-0.031446
2022;8;29;7;12.527931;50.934666;896.5595;136.599322;0.213989
2022;8;29;8;12.513448;50.918166;895.974333;136.650333;0.051011
2022;8;29;9;12.571896;50.9535;896.286166;136.807118;0.156785
2022;8;29;10;12.698793;50.981;896.298333;137.113166;0.306048
2022;8;29;11;13.178448;51.030166;896.652333;137.287966;0.1748
2022;8;29;12;12.982241;51.036666;896.203666;137.388666;0.1007
2022;8;29;13;13.660862;51.082166;896.682333;137.188666;-0.2
2022;8;29;14;14.627241;51.191186;898.201016;136.78644;-0.402226
2022;8;29;15;15.069122;51.860338;895.48661;135.794827;-0.991613
2022;8;29;16;15.482931;51.348644;899.989322;134.811833;-0.982994
2022;8;29;17;16.198793;51.510666;902.311666;133.615762;-1.196071
2022;8;29;18;16.569482;51.623833;903.629333;132.762333;-0.853429
2022;8;29;19;16.122413;51.669;903.716;132.186666;-0.575667
2022;8;29;20;15.697931;51.6615;902.909333;131.922881;-0.263785
2022;8;29;21;15.017758;51.619166;901.556833;132.068666;0.145785
2022;8;29;22;14.556206;51.578;900.4305;132.273559;0.204893
2022;8;29;23;13.952241;51.547333;899.4415;132.197333;-0.076226
2022;8;30;0;13.285172;51.476949;897.790338;132.191016;-0.006317
2022;8;30;1;12.907241;51.415666;896.469666;132.287333;0.096317
2022;8;30;2;12.641551;51.356333;895.126833;132.510333;0.223
2022;8;30;3;11.978103;51.297833;893.759833;132.717796;0.207463
2022;8;30;4;11.638275;51.215;891.9785;132.857333;0.139537
2022;8;30;5;11.483859;51.173;890.9305;132.783;-0.074333
2022;8;30;6;11.047068;51.124333;889.652;132.937288;0.154288
2022;8;30;7;11.034137;51.083833;888.676166;133.168333;0.231045
2022;8;30;8;12.019827;51.1195;889.145833;133.0085;-0.159833
2022;8;30;9;13.727241;51.277666;891.7135;132.2755;-0.733
2022;8;30;10;17.81362;51.733333;899.498;130.446949;-1.828551
2022;8;30;11;19.892413;52.092333;904.748;128.280666;-2.166283
2022;8;30;12;19.057068;52.274833;906.881833;126.503728;-1.776938
2022;8;30;13;18.505964;52.436166;908.960666;124.497796;-2.005932
2022;8;30;14;19.391551;52.582666;910.773833;123.499661;-0.998135
2022;8;30;15;18.486379;52.595254;910.033728;122.7135;-0.786161
2022;8;30;16;18.230862;52.556;908.872666;122.168333;-0.545167
2022;8;30;17;18.335;52.555166;908.6195;121.716779;-0.451554
2022;8;30;18;18.217068;52.574666;908.74;121.424;-0.292779
2022;8;30;19;17.564827;52.567166;908.27;121.401016;-0.022984
2022;8;30;20;16.85431;52.485666;906.545833;121.826833;0.425817
2022;8;30;21;16.015689;52.3915;904.733166;122.640166;0.813333
2022;8;30;22;15.137586;52.288166;902.797333;123.351864;0.711698
2022;8;30;23;14.586034;52.1925;901.104166;123.9875;0.635636
2022;8;31;0;13.673103;52.081694;899.119661;124.621694;0.634194
2022;8;31;1;13.071379;51.957833;897.060333;125.207666;0.585972
2022;8;31;2;12.684482;51.884833;895.858666;125.556271;0.348605
2022;8;31;3;12.192758;51.8065;894.488;125.992666;0.436395
2022;8;31;4;11.727758;51.700833;892.695833;126.533166;0.5405
2022;8;31;5;11.88931;51.645333;891.751666;126.872711;0.339545
2022;8;31;6;11.895344;51.630666;891.407333;127.101666;0.228955
2022;8;31;7;11.872413;51.622166;891.104833;127.809491;0.707825
2022;8;31;8;12.411379;51.641;891.277833;128.319836;0.510345
2022;8;31;9;13.653103;51.758;893.161333;128.259;-0.060836
2022;8;31;10;16.139482;52.064333;898.3085;127.079152;-1.179848
2022;8;31;11;18.33431;52.3275;902.220666;125.358333;-1.720819
2022;8;31;12;18.675689;52.512333;904.930833;123.729322;-1.629011
2022;8;31;13;19.45228;53.275593;904.124745;122.121186;-1.608136
2022;8;31;14;19.092241;52.878;910.055666;120.916666;-1.20452
2022;8;31;15;18.507413;52.8515;908.838333;119.96983;-0.946836
2022;8;31;16;18.505344;52.8555;908.756166;119.392666;-0.577164
2022;8;31;17;18.324655;52.846666;908.3435;119.0905;-0.302166
2022;8;31;18;18.063448;52.829333;907.826666;119.17661;0.08611
2022;8;31;19;17.439827;52.8045;907.247;119.513166;0.336556
2022;8;31;20;16.758275;52.724745;905.61;119.983559;0.470393
2022;8;31;21;16.021206;52.627;903.8255;120.549166;0.565607
2022;8;31;22;15.267758;52.515333;901.862833;121.183;0.633834
2022;8;31;23;14.599137;52.416;900.113;121.770508;0.587508
2022;9;1;0;13.920172;52.314666;898.255166;122.356833;0.586325
2022;9;1;1;13.287931;52.198833;896.2615;122.868813;0.51198
2022;9;1;2;12.601379;52.094833;894.584833;123.324;0.455187
2022;9;1;3;12.256724;51.9805;892.685;123.718813;0.394813
2022;9;1;4;11.896491;51.907288;891.615932;123.6855;-0.033313
2022;9;1;5;11.506379;51.859833;890.738333;123.820833;0.135333
2022;9;1;6;10.992413;51.787833;889.382166;124.324915;0.504082
2022;9;1;7;10.681379;51.704166;887.827;124.860166;0.535251
2022;9;1;8;11.526379;51.698833;887.628666;125.089333;0.229167
2022;9;1;9;13.534827;51.873666;890.607;124.884666;-0.204667
2022;9;1;10;17.606896;52.351333;898.569833;123.947966;-0.9367
2022;9;1;11;20.679655;52.750666;904.3455;122.563166;-1.3848
2022;9;1;12;20.443275;53.017666;907.62;121.591186;-0.97198
2022;9;1;13;20.673275;53.289333;911.296166;120.512833;-1.078353
2022;9;1;14;19.710357;54.490178;902.110892;119.764385;-0.748448
2022;9;1;15;19.234117;53.369714;910.478;119.319056;-0.445329
2022;9;2;8;11.772413;52.127;888.212666;125.400166;6.08111
2022;9;2;9;12.189827;52.143;888.405333;125.645333;0.245167
2022;9;2;10;12.795;52.191833;889.116166;125.742372;0.097039
2022;9;2;11;13.805862;52.2785;890.498666;125.653333;-0.089039
2022;9;2;12;14.606071;52.418793;892.673448;124.861379;-0.791954
2022;9;2;13;15.871551;52.545833;894.446;123.572;-1.289379
2022;9;2;14;16.971551;52.727333;897.263333;121.965833;-1.606167
2022;9;2;15;16.73228;53.370172;894.152586;120.870689;-1.095144
2022;9;2;16;17.18862;52.895333;899.198;120.235333;-0.635356
2022;9;2;17;16.982413;52.943833;899.636833;119.749661;-0.485672
2022;9;2;18;16.828793;52.953333;899.650666;119.6145;-0.135161
2022;9;2;19;16.16362;52.942666;899.232833;119.884333;0.269833
2022;9;2;20;15.411724;52.878333;897.947666;120.421864;0.537531
2022;9;2;21;14.533103;52.780166;896.244166;121.071833;0.649969
2022;9;2;22;13.487413;52.651694;894.008983;121.757966;0.686133
2022;9;2;23;12.689649;52.5175;891.822;122.332666;0.5747
2022;9;3;0;12.149655;52.384833;889.658333;122.901864;0.569198
2022;9;3;1;11.982413;52.307333;888.514;123.411333;0.509469
2022;9;3;2;11.744655;52.258;887.689666;123.645423;0.23409
2022;9;3;3;11.345517;52.212166;886.949166;123.778166;0.132743
2022;9;3;4;10.794137;52.17;886.238;123.865;0.086834
2022;9;3;5;10.267586;52.096333;884.936333;124.185084;0.320084
2022;9;3;6;9.847241;52.021525;883.654576;124.478;0.292916
2022;9;3;7;9.508448;51.953166;882.551333;124.963389;0.485389
2022;9;3;8;10.110344;51.951166;882.375833;125.3905;0.427111
2022;9;3;9;12.308103;52.098166;884.7635;125.473333;0.082833
2022;9;3;10;16.207068;52.448333;890.368333;124.400338;-1.072995
2022;9;3;11;18.273103;52.759833;894.862333;123.135;-1.265338
2022;9;3;12;17.697241;52.969833;897.4485;122.282711;-0.852289
2022;9;3;13;18.290862;53.192833;900.5975;121.288333;-0.994378
2022;9;3;14;18.600862;53.315666;901.724833;120.225254;-1.063079
2022;9;3;15;18.220689;53.384067;902.215084;119.411;-0.814254
2022;9;3;16;17.93431;53.417166;902.291;119.067166;-0.343834
2022;9;3;17;17.475862;53.414666;901.804333;118.922542;-0.144624
2022;9;3;18;17.178275;53.396166;901.211833;118.873833;-0.048709
2022;9;3;19;16.74862;53.366166;900.5435;118.89;0.016167
2022;9;3;20;15.983275;53.310666;899.3335;119.143;0.253
2022;9;3;21;14.678965;53.151;896.4835;119.895;0.752
2022;9;3;22;13.575517;52.9615;893.481666;120.551864;0.656864
2022;9;3;23;12.970517;52.83;891.531;120.868666;0.316802
2022;9;4;0;12.516724;52.738813;890.178135;121.038474;0.169808
2022;9;4;1;12.060344;52.6635;889.031833;121.122666;0.084192
2022;9;4;2;11.607931;52.588333;887.870166;121.345666;0.223
2022;9;4;3;11.172586;52.521666;886.913333;121.649152;0.303486
2022;9;4;4;10.789827;52.459666;885.910666;122.098;0.448848
2022;9;4;5;10.267931;52.3955;884.900333;122.562542;0.464542
2022;9;4;6;9.738421;52.332666;883.790166;123.240666;0.678124
2022;9;4;7;9.765;52.2895;883.038666;123.841016;0.60035
2022;9;4;8;10.459827;52.259666;882.496833;124.664166;0.82315
2022;9;4;9;12.650344;52.406333;885.121833;124.573833;-0.090333
2022;9;4;10;16.943275;52.824666;891.867333;123.514406;-1.059427
2022;9;4;11;18.853275;53.223666;897.87;122.481166;-1.03324
2022;9;4;12;19.627068;53.507666;901.916833;121.697118;-0.784048
2022;9;4;13;19.960172;53.7875;906.004666;120.590333;-1.106785
2022;9;4;14;19.886724;53.884166;906.678166;119.534576;-1.055757
2022;9;4;15;19.361551;53.88983;906.238474;118.7745;-0.760076
2022;9;4;16;19.379137;53.953;907.177833;118.026166;-0.748334
2022;9;4;17;19.346724;54.021333;908.055333;117.953898;-0.072268
2022;9;4;18;18.306551;53.945833;906.509666;118.397;0.443102
2022;9;4;19;17.643965;53.865333;905.049;118.984406;0.587406
2022;9;4;20;15.86362;53.691166;902.069333;120.047166;1.06276
2022;9;4;21;14.91862;53.5015;899.143666;121.013559;0.966393
2022;9;4;22;14.463965;53.371666;897.285666;121.731;0.717441
2022;9;4;23;13.669482;53.240333;895.353666;122.523;0.792
2022;9;5;0;13.106379;53.088474;893.211525;123.162881;0.639881
2022;9;5;1;12.642241;52.984666;891.739166;123.779666;0.616785
2022;9;5;2;12.195344;52.9;890.557;124.256779;0.477113
2022;9;5;3;11.659482;52.822166;889.490333;124.751;0.494221
2022;9;5;4;11.195;52.717833;887.880666;125.471666;0.720666
2022;9;5;5;10.925172;52.6325;886.536666;125.97;0.498334
2022;9;5;6;10.749482;52.545333;885.200166;126.510833;0.540833
2022;9;5;7;10.317931;52.4475;883.678166;127.354237;0.843404
2022;9;6;8;10.962068;52.385333;883.04;126.688833;-0.665404
2022;9;6;9;12.195789;54.087894;871.354912;132.536491;5.847658
2022;9;6;12;17.842931;53.227666;896.692666;121.555593;-10.980898
2022;9;6;13;18.664655;53.427833;899.661;120.163333;-1.39226
2022;9;6;14;18.741607;54.075;896.847241;125.004482;4.841149
2022;9;6;16;17.445344;53.52;900.221333;117.85;-7.154482
2022;9;6;17;17.313793;53.468983;899.35305;117.54644;-0.30356
2022;9;6;18;17.155;53.459833;899.349833;117.3085;-0.23794
2022;9;6;19;16.51431;53.451666;899.197666;117.3645;0.056
2022;9;6;20;15.713103;53.359833;897.688333;118.018983;0.654483
2022;9;6;21;14.752413;53.238833;895.823833;118.7925;0.773517
2022;9;6;22;13.896896;53.116666;893.897;119.634067;0.841567
2022;9;6;23;13.203965;52.963333;891.5155;120.593333;0.959266
2022;9;7;0;12.535172;52.8155;889.408;121.244;0.650667
2022;9;7;1;11.818275;52.682666;887.449833;121.786101;0.542101
2022;9;7;2;11.161724;52.612711;886.523728;121.630333;-0.155768
2022;9;7;3;10.640517;52.515;885.085833;121.788305;0.157972
2022;9;7;4;10.132586;52.426333;883.7075;122.200333;0.412028
2022;9;7;5;9.677413;52.344166;882.4675;122.614237;0.413904
2022;9;7;6;9.115;52.269;881.23;123.199;0.584763
2022;9;7;7;8.966896;52.208833;880.075333;123.9605;0.7615
2022;9;7;8;9.195172;52.161;879.141166;124.884666;0.924166
2022;9;7;9;11.124035;52.779666;876.709;125.55362;0.668954
2022;9;7;10;15.32862;52.609666;886.5085;124.940666;-0.612954
2022;9;7;11;18.650689;53.135762;894.483389;123.3095;-1.631166
2022;9;7;12;18.487068;53.922166;893.758166;121.866271;-1.443229
2022;9;7;13;18.952545;54.194339;895.786415;126.853571;4.9873
2022;9;8;8;10.560526;52.785932;874.69661;128.050508;1.196937
2022;9;8;9;12.10644;52.334;880.319666;128.3015;0.250992
2022;9;8;10;14.858947;52.565333;884.31;127.477627;-0.823873
2022;9;8;11;16.270344;52.8955;889.407833;125.937166;-1.540461
2022;9;8;12;16.160344;53.054333;891.6425;125.009166;-0.928
2022;9;8;13;16.572068;53.152333;893.071166;124.172203;-0.836963
2022;9;8;14;16.67862;53.189833;893.564;123.329166;-0.843037
2022;9;8;15;16.39862;53.194833;893.484;122.628644;-0.700522
2022;9;8;16;16.213448;53.185084;893.331525;122.392166;-0.236478
2022;9;8;17;15.661034;53.1395;892.542;122.121016;-0.27115
2022;9;8;18;14.992586;53.044166;891.068;121.834166;-0.28685
2022;9;8;19;14.151379;52.952166;889.6035;122.0075;0.173334
2022;9;8;20;13.292413;52.834;888.0135;122.543728;0.536228
2022;9;8;21;12.636551;52.724833;886.408666;123.371666;0.827938
2022;9;8;22;12.258965;52.619666;884.928;124.213559;0.841893
2022;9;8;23;12.148965;52.533166;883.786333;124.909;0.695441
2022;9;9;0;12.055862;52.475423;883.038983;125.533898;0.624898
2022;9;9;1;12.007241;52.436166;882.608833;126.2355;0.701602
2022;9;9;2;11.747586;52.3775;881.882833;127.119333;0.883833
2022;9;9;3;11.869655;52.3315;881.291166;127.901186;0.781853
2022;9;9;4;12.072931;52.3305;881.332;128.377;0.475814
2022;9;9;5;12.532586;52.341833;881.687833;129.102542;0.725542
2022;9;9;6;12.975;52.384;882.519;129.742833;0.640291
2022;9;9;7;13.51362;52.461666;883.741;130.128305;0.385472
2022;9;9;8;13.757241;52.510166;884.409833;130.562166;0.433861
2022;9;9;9;14.302586;52.572;885.4995;130.721333;0.159167
2022;9;9;10;14.512413;52.637333;886.474333;130.910338;0.189005
2022;9;9;11;14.476724;52.6705;886.881;131.284166;0.373828
2022;9;9;12;14.157413;52.661166;886.5725;131.637288;0.353122
2022;9;9;13;13.547413;52.62;885.949333;132.3905;0.753212
2022;9;9;14;13.461724;52.607333;885.715833;133.050338;0.659838
2022;9;9;15;13.879482;52.612372;885.722542;133.443166;0.392828
2022;9;9;16;13.947241;52.635666;886.086166;133.614166;0.171
2022;9;9;17;13.901896;52.656833;886.292833;133.827966;0.2138
2022;9;9;18;13.73862;52.643333;885.967666;134.173333;0.345367
2022;9;9;19;13.627931;52.643833;885.964833;134.365762;0.192429
2022;9;9;20;13.388448;52.647166;885.923833;134.560166;0.194404
2022;9;9;21;13.277586;52.642;885.682333;134.696949;0.136783
2022;9;9;22;13.188448;52.656166;885.732166;134.672333;-0.024616
2022;9;9;23;13.130172;52.675;885.928666;134.817666;0.145333
2022;9;10;0;13.073448;52.706949;886.244576;134.909322;0.091656
2022;9;10;1;12.976206;52.708166;886.003833;135.034833;0.125511
2022;9;10;2;12.830517;52.705666;885.699666;135.203;0.168167
2022;9;10;3;12.652931;52.695166;885.273;135.447118;0.244118
2022;9;10;4;12.610344;52.697833;885.0595;135.645333;0.198215
2022;9;10;5;12.468965;52.704166;884.931166;135.786779;0.141446
2022;9;10;6;12.377758;52.703166;884.6325;136.0355;0.248721
2022;9;10;7;12.323793;52.7005;884.373833;136.400166;0.364666
2022;9;10;8;12.52431;52.700333;884.136833;136.869833;0.469667
2022;9;10;9;13.080862;52.744666;884.575833;137.077333;0.2075
2022;9;10;10;13.627586;52.837166;885.682333;137.059152;-0.018181
2022;9;10;11;14.116896;52.944333;886.9145;136.711333;-0.347819
2022;9;10;12;14.458448;53.0335;887.942333;136.668305;-0.043028
2022;9;10;13;14.778965;53.118;888.893666;136.58;-0.088305
2022;9;10;14;15.921551;53.245;890.61;136.102203;-0.477797
2022;9;10;15;15.970862;53.372033;892.171864;135.459666;-0.642537
2022;9;10;16;16.258103;53.4505;892.889166;135.009833;-0.449833
2022;9;10;17;16.616551;53.542666;893.983666;134.664067;-0.345766
2022;9;10;18;16.622241;53.614166;894.651166;134.470666;-0.193401
2022;9;10;19;16.222758;53.6435;894.6735;134.362711;-0.107955
2022;9;10;20;15.971551;53.642166;894.275833;134.373333;0.010622
2022;9;10;21;15.282931;53.632;893.742666;134.662881;0.289548
2022;9;10;22;14.930172;53.599833;892.842333;134.8885;0.225619
2022;9;10;23;14.826551;53.565666;892.033333;135.233166;0.344666
2022;9;11;0;14.529482;53.511694;891.004576;135.54;0.306834
2022;9;11;1;14.140172;53.471166;890.177166;135.794833;0.254833
2022;9;11;2;14.013103;53.451666;889.669333;135.927627;0.132794
2022;9;11;3;13.943275;53.4475;889.388166;136.053833;0.126206
2022;9;11;4;14.048793;53.446833;889.1345;136.213333;0.1595
2022;9;11;5;13.891551;53.466166;889.149333;136.367627;0.154294
2022;9;11;6;13.591206;53.466166;888.883833;136.748;0.380373
2022;9;11;7;13.768275;53.471333;888.637166;136.935084;0.187084
2022;9;11;8;13.760517;53.471166;888.393333;137.2375;0.302416
2022;9;11;9;14.178103;53.5075;888.571666;137.431166;0.193666
2022;9;11;10;15.016379;53.579666;889.432666;137.270508;-0.160658
2022;9;11;11;15.492586;53.730666;891.381166;136.2535;-1.017008
2022;9;11;12;15.965172;53.8075;892.292166;135.314745;-0.938755
2022;9;11;13;16.533275;53.936166;893.981166;134.294833;-1.019912
2022;9;11;14;16.985344;54.039833;895.050666;133.312203;-0.98263
2022;9;11;15;17.594482;54.155254;896.533559;132.265;-1.047203
2022;9;11;16;18.051206;54.2985;898.3345;131.037;-1.228
2022;9;11;17;17.728275;54.3655;898.7855;130.484915;-0.552085
2022;9;11;18;17.548275;54.373666;898.537;130.144;-0.340915
2022;9;11;19;16.717931;54.357166;897.835333;130.384067;0.240067
2022;9;11;20;16.24362;54.300833;896.693666;130.875;0.490933
2022;9;11;21;15.767241;54.230166;895.248833;131.2565;0.3815
2022;9;11;22;15.616034;54.185666;894.388666;131.634576;0.378076
2022;9;11;23;15.228793;54.148166;893.5775;131.988166;0.35359
2022;9;12;0;14.942586;54.122542;893.018813;132.292033;0.303867
2022;9;12;1;14.701551;54.105333;892.532666;132.650833;0.3588
2022;9;12;2;14.288793;54.094166;892.077666;132.814067;0.163234
2022;9;12;3;13.858793;54.041833;890.9455;133.147166;0.333099
2022;9;12;4;13.377241;53.972;889.658166;133.349666;0.2025
2022;9;12;5;12.912456;53.912333;888.47;133.343728;-0.005938
2022;9;12;6;12.290172;53.826166;886.907166;133.499166;0.155438
2022;9;12;7;11.735517;53.765666;885.668333;134.130847;0.631681
2022;9;12;8;11.083389;53.667333;883.7745;134.86;0.729153
2022;9;12;9;11.861754;54.18862;879.44931;135.135172;0.275172
2022;9;12;10;14.65431;53.802;885.709833;134.877333;-0.257839
2022;9;12;11;18.702241;54.198333;891.725;133.712542;-1.164791
2022;9;12;12;19.549827;54.5735;896.641166;132.012833;-1.699709
2022;9;12;13;19.741551;54.8025;899.256833;130.50305;-1.509783
2022;9;12;14;19.520689;54.946;900.584833;129.466333;-1.036717
2022;9;12;15;19.228947;55.002;900.785833;128.664166;-0.802167
2022;9;12;16;18.956034;55.076949;901.402881;127.801694;-0.862472
2022;9;12;17;18.671034;55.1155;901.440166;127.407333;-0.394361
2022;9;12;18;18.248103;55.1365;901.305666;127.199322;-0.208011
