Year;Month;Day;Hour;Temp;Luftfuktighet;Lutftryck;Vikt
2022;8;16;19;24.604310;47.849166;947.603000;122.998135
2022;8;16;20;23.969827;47.833166;946.247666;123.683833
2022;8;16;21;23.192241;47.794666;944.487333;124.784333
2022;8;16;22;22.438620;47.731000;941.991833;125.902033
2022;8;16;23;21.767241;47.671833;939.551000;126.768833
2022;8;17;0;21.375517;47.623389;937.637288;127.497796
2022;8;17;1;20.780344;47.593333;935.875833;128.213333
2022;8;17;2;20.345172;47.558166;933.907000;128.966779
2022;8;17;3;20.051896;47.541833;932.451166;129.498166
2022;8;17;4;19.813965;47.552666;931.432833;129.917000
2022;8;17;5;19.451896;47.542500;929.853333;130.329152
2022;8;17;6;19.050862;47.553166;928.805833;130.633333
2022;8;17;7;19.148965;47.561333;927.925333;130.794406
2022;8;17;8;20.320862;47.632333;928.698000;130.857500
2022;8;17;9;22.649827;47.894166;934.024000;130.071500
2022;8;17;10;25.159137;48.196666;939.933666;128.826610
2022;8;17;11;28.550517;48.507333;945.496000;127.515333
2022;8;17;12;28.129482;48.760000;948.933000;126.162203
2022;8;17;13;28.038965;48.952000;951.737833;124.887166
2022;8;17;14;28.485344;49.151833;954.963500;123.339661
2022;8;17;15;27.807241;49.231186;954.784237;122.202500
2022;8;17;16;27.028275;49.218333;953.236833;121.227500
2022;8;17;17;26.506551;49.199166;952.123333;120.697118
2022;8;17;18;26.125689;49.174833;951.281000;120.511166
2022;8;17;19;25.974482;49.159333;950.795000;120.675254
2022;8;17;20;25.262586;49.119333;949.505000;120.988333
2022;8;17;21;24.161034;49.041166;947.467833;121.493166
2022;8;17;22;23.232586;48.911166;944.410000;122.085254
2022;8;17;23;22.507931;48.795932;941.632542;122.751666
2022;8;18;0;21.844137;48.690500;939.061000;123.359830
2022;8;18;1;21.182586;48.588000;936.645000;123.997500
2022;8;18;2;20.915862;48.525500;935.127833;124.632033
2022;8;18;3;20.582241;48.468833;933.640000;125.208000
2022;8;18;4;20.206140;48.433220;932.222372;125.682982
2022;8;18;5;19.780689;48.390500;930.598833;126.120677
2022;8;18;6;19.233333;48.353166;929.507166;126.262500
2022;8;18;7;19.443620;48.351833;929.380500;126.031694
2022;8;18;8;21.123103;48.424000;930.818666;126.060000
2022;8;18;9;23.445438;48.662241;936.038275;125.230169
2022;8;18;10;26.617241;48.967666;942.997666;124.001864
2022;8;18;11;28.561034;49.178500;947.146333;122.919666
2022;8;18;12;27.186666;50.518214;937.471964;122.368545
2022;8;18;13;26.253571;49.261694;947.339491;121.927833
2022;8;18;14;27.047931;49.290833;947.894166;121.052500
2022;8;18;15;26.774655;49.346500;948.916833;120.167966
2022;8;18;16;26.832758;49.340833;948.636833;119.157166
2022;8;18;17;26.824482;49.370500;949.627333;118.146333
2022;8;18;18;26.392586;49.374333;949.944166;117.847796
2022;8;18;19;25.823448;49.342666;949.485666;118.098833
2022;8;18;20;25.076896;49.245500;947.333833;118.659322
2022;8;18;21;24.222413;49.136610;945.004745;119.275166
2022;8;18;22;23.465344;49.028833;943.010500;120.173220
2022;8;18;23;22.665862;48.910500;940.522666;121.249166
2022;8;19;0;22.057586;48.810500;938.412333;122.220333
2022;8;19;1;21.464482;48.724333;936.610500;123.333050
2022;8;19;2;21.062241;48.640166;934.692333;124.433500
2022;8;19;3;20.691228;48.580666;933.160000;125.455762
2022;8;19;4;20.358275;48.526166;931.590833;126.318666
2022;8;19;5;20.042758;48.484333;930.074333;127.142711
2022;8;19;6;19.835517;48.477457;929.415932;127.398000
2022;8;19;7;20.224482;48.507833;929.420166;127.603333
2022;8;19;8;21.378275;48.577833;930.333833;128.079666
2022;8;19;9;23.396896;48.770000;934.082500;127.796333
2022;8;19;10;26.712758;49.124500;942.367833;126.290000
2022;8;19;11;28.286034;49.365666;946.268333;124.787166
2022;8;19;12;28.593448;49.530500;949.174833;123.498644
2022;8;19;13;28.645000;49.665000;951.697000;122.906833
2022;8;19;14;28.454655;49.745500;953.057500;122.105000
2022;8;19;15;27.794137;49.761525;952.964576;121.836610
2022;8;19;16;27.561034;49.769166;953.283833;122.292833
2022;8;19;17;26.829137;49.808333;953.604500;122.749322
2022;8;19;18;22.859310;49.645000;947.713833;123.539500
2022;8;19;19;21.323793;49.402166;941.142333;124.543050
2022;8;19;20;20.676551;49.229666;936.839500;125.316000
2022;8;19;21;19.969655;49.137166;934.220000;126.568666
2022;8;19;22;20.227068;49.071500;932.371666;127.315593
2022;8;19;23;20.377413;49.062333;931.530833;127.790500
2022;8;20;0;20.444482;49.085254;931.351694;128.205423
2022;8;20;1;20.426551;49.104833;930.919833;128.584166
2022;8;20;2;20.344827;49.129666;930.386000;128.975423
2022;8;20;3;20.317413;49.147666;929.649500;129.345666
2022;8;20;4;20.162413;49.169333;929.178166;129.698166
2022;8;20;5;20.397068;49.223666;929.461666;129.907627
2022;8;20;6;20.371206;49.265500;929.310500;130.020166
2022;8;20;7;20.281896;49.331166;929.741666;129.965254
2022;8;20;8;20.374137;49.388333;929.951333;130.133333
2022;8;20;9;20.765862;49.471500;930.847333;130.299500
2022;8;20;10;21.311206;49.576833;932.258166;130.266949
2022;8;20;11;21.437413;49.657166;932.768333;130.157000
2022;8;20;12;21.983448;49.724666;933.216833;129.713389
2022;8;20;13;22.344137;49.804833;933.919666;129.039333
2022;8;20;14;22.646379;49.904000;935.195666;128.356440
2022;8;20;15;23.068965;49.994406;936.184576;127.476500
2022;8;20;16;23.507413;50.087666;937.271000;126.536833
2022;8;20;17;23.514827;50.147833;937.629666;125.549830
2022;8;20;18;23.141724;50.199833;937.688333;124.563000
2022;8;20;19;22.945172;50.187333;936.880000;123.996779
2022;8;20;20;21.996206;50.148333;935.435000;123.523500
2022;8;20;21;21.029827;50.063166;933.024166;123.472500
2022;8;20;22;20.165689;49.989666;930.909666;123.691016
2022;8;20;23;19.534655;49.885084;928.255254;123.802833
2022;8;21;0;19.032068;49.794166;926.064333;123.843220
2022;8;21;1;18.531379;49.732833;924.510833;123.917666
2022;8;21;2;18.037413;49.657666;922.737000;124.026500
2022;8;21;3;17.529827;49.586833;921.023666;124.163050
2022;8;21;4;16.935517;49.521833;919.362166;124.390333
2022;8;21;5;16.535172;49.451666;917.414500;124.725084
2022;8;21;6;16.095689;49.369000;915.379500;124.924000
2022;8;21;7;15.865172;49.325666;914.346500;124.997457
2022;8;21;8;16.432931;49.336666;914.513500;125.106666
2022;8;21;9;19.267931;49.569333;919.840333;124.465166
2022;8;21;10;25.028793;50.095666;931.772166;122.784406
2022;8;21;11;27.218103;50.444666;937.241333;120.838833
2022;8;21;12;25.363793;50.513166;937.238666;119.571864
2022;8;21;13;24.057758;50.529666;936.586166;118.569166
2022;8;21;14;24.264827;50.573500;937.225333;117.663500
2022;8;21;15;23.775172;50.565762;936.686101;117.262881
2022;8;21;16;23.224482;50.543000;936.072500;117.201833
2022;8;21;17;22.970172;50.515333;935.575166;117.001016
2022;8;21;18;22.412758;50.455000;934.397166;116.673833
2022;8;21;19;22.001379;50.417166;933.962666;116.975762
2022;8;21;20;21.487241;50.374833;933.001666;117.612833
2022;8;21;21;20.750862;50.286500;931.003500;118.510166
2022;8;21;22;19.766724;50.156000;928.146666;119.534406
2022;8;21;23;19.028965;49.987333;924.785833;120.258666
2022;8;22;0;18.774827;49.866949;922.652372;120.963389
2022;8;22;1;18.505862;49.784666;921.083666;121.421500
2022;8;22;2;17.979137;49.698333;919.460833;121.945084
2022;8;22;3;17.418965;49.624500;917.900500;122.460500
2022;8;22;4;16.810000;49.526166;915.887833;122.977000
2022;8;22;5;16.207068;49.429166;913.867666;123.322711
2022;8;22;6;15.595344;49.336166;911.891166;123.636000
2022;8;22;7;15.685517;49.266166;910.451666;123.822881
2022;8;22;8;17.013620;49.323500;911.916500;123.156000
2022;8;22;9;19.131206;49.567000;917.078166;122.370833
2022;8;22;10;23.966551;50.043500;927.570166;120.994067
2022;8;22;11;25.357586;50.336500;931.594833;119.285166
2022;8;22;12;23.287758;50.386000;931.420833;117.943559
2022;8;22;13;22.536551;50.380333;930.732666;116.761833
2022;8;22;14;22.448965;50.412833;931.351333;115.681166
2022;8;22;15;22.527241;50.429322;931.529830;114.680508
2022;8;22;16;22.472931;50.427833;931.490666;114.091333
2022;8;22;17;21.995517;50.397833;930.660833;113.673389
2022;8;22;18;21.561379;50.350833;929.533666;113.492000
2022;8;22;19;21.262586;50.297166;928.365500;113.641186
2022;8;22;20;20.868695;50.246388;927.303055;114.133000
2022;8;23;8;16.310172;49.283833;911.122166;119.123666
2022;8;23;9;16.656724;49.338333;911.963500;119.482166
2022;8;23;10;18.089827;49.429500;913.545166;119.525254
2022;8;23;11;19.156724;49.611333;916.842333;119.188333
2022;8;23;12;19.459655;49.715166;918.285000;118.841186
2022;8;23;13;19.943620;49.808166;919.670833;118.553166
2022;8;23;14;20.141724;49.878000;920.624166;118.435500
2022;8;23;15;20.175689;49.937288;921.597288;118.460338
2022;8;23;16;20.486379;49.999166;922.706833;118.805833
2022;8;23;17;20.421379;50.052000;923.631833;118.935932
2022;8;23;18;20.129655;50.050666;923.418000;119.244666
2022;8;23;19;19.828275;50.010666;922.366000;119.441000
2022;8;23;20;19.465344;49.959333;921.449666;119.767627
2022;8;23;21;18.536551;49.861333;919.280666;120.574666
2022;8;23;22;17.417413;49.737666;916.722833;121.523220
2022;8;23;23;16.696206;49.609333;914.320500;122.274666
2022;8;24;0;16.065344;49.505254;912.387796;123.038500
2022;8;24;1;15.925000;49.415500;910.658166;123.632203
2022;8;24;2;15.553793;49.318166;908.734333;124.153333
2022;8;24;3;15.035172;49.234500;907.214000;124.587627
2022;8;24;4;14.585689;49.144833;905.620833;124.967833
2022;8;24;5;14.416551;49.081833;904.499166;125.410677
2022;8;24;6;14.136379;49.027833;903.639166;125.792500
2022;8;24;7;14.386724;49.009500;903.386833;125.822666
2022;8;24;8;15.983965;49.110833;905.482333;124.907166
2022;8;24;9;17.428620;49.338500;909.926333;124.232000
2022;8;24;10;20.370000;49.722500;917.865833;123.513728
2022;8;24;11;22.003620;50.015000;922.404166;122.645333
2022;8;24;12;22.118448;50.132166;923.724666;121.777118
2022;8;24;13;22.545862;50.271833;926.300666;120.518666
2022;8;24;14;23.302931;50.418166;929.148666;119.071333
2022;8;24;15;23.228103;50.473898;929.853050;118.057288
2022;8;24;16;23.003275;50.441500;929.231000;117.363000
2022;8;24;17;23.065172;50.412666;929.127500;116.851016
2022;8;24;18;22.950862;50.983559;924.667457;116.276779
2022;8;24;19;22.591403;50.358833;928.847666;116.109322
2022;8;24;20;22.099482;50.301666;928.229833;116.328166
2022;8;24;21;21.489310;50.221666;926.800500;116.787457
2022;8;24;22;20.127241;50.050000;923.598000;117.284666
2022;8;24;23;19.029482;49.868135;920.405762;117.848833
2022;8;25;0;18.213448;49.720666;917.919333;118.549661
2022;8;25;1;17.293275;49.565666;915.410666;119.147000
2022;8;25;2;16.536206;49.437000;913.185000;119.489830
2022;8;25;3;15.565862;49.290166;910.638666;120.044666
2022;8;25;4;15.041551;49.160000;908.568333;121.037166
2022;8;25;5;14.960344;49.092000;907.712666;122.198813
2022;8;25;6;15.022758;49.063000;907.543500;123.385166
2022;8;25;7;14.768448;49.003389;906.696271;124.184576
2022;8;25;8;14.786379;49.010833;906.893333;124.821666
2022;8;25;9;15.496896;49.048333;907.738166;125.340000
2022;8;25;10;18.432241;49.305833;913.396666;125.109322
2022;8;25;11;21.481551;49.587833;918.819000;124.135833
2022;8;25;12;21.800350;49.763898;921.849322;123.470172
2022;8;25;13;22.592241;50.484576;919.720169;122.222203
2022;8;25;14;23.192931;50.061016;927.570169;120.999500
2022;8;25;15;23.298965;50.113500;928.134500;120.014915
2022;8;25;16;23.413448;50.140333;928.794333;119.021000
2022;8;25;17;23.544482;50.184000;929.935500;118.429333
2022;8;25;18;23.450862;50.178500;930.008333;118.077627
2022;8;25;19;22.847586;50.136500;929.422833;117.963500
2022;8;25;20;21.923620;50.052166;927.984666;118.228644
2022;8;25;21;20.630862;49.927000;925.925500;119.072500
2022;8;25;22;19.469310;49.786666;923.311666;120.335166
2022;8;25;23;18.481896;49.627118;920.357796;121.443050
2022;8;26;0;17.664137;49.483333;917.737666;122.408166
2022;8;26;1;17.216896;49.378000;915.916166;123.446949
2022;8;26;2;16.936379;49.290666;914.449000;124.518666
2022;8;26;3;16.780172;49.211666;913.067500;125.564666
2022;8;26;4;16.866379;49.162833;912.308666;126.428135
2022;8;26;5;16.672456;49.129166;911.611000;127.145666
2022;8;26;6;16.632758;49.096166;910.912166;127.810338
2022;8;26;7;16.537241;49.116949;911.199661;127.988500
2022;8;26;8;16.787758;49.127833;911.359000;128.460333
2022;8;26;9;17.161034;49.188833;912.297666;128.751525
2022;8;26;10;17.316206;49.237833;912.899500;129.611333
2022;8;26;11;18.003965;49.337333;914.706333;129.811666
2022;8;26;12;18.949137;49.484833;917.319166;129.918474
2022;8;26;13;19.737068;49.572666;918.545000;130.611333
2022;8;26;14;20.657586;49.680000;920.322000;130.768644
2022;8;26;15;20.902413;49.786101;921.926271;131.323000
2022;8;26;16;21.878103;49.935666;924.588166;131.303333
2022;8;26;17;22.978448;50.132666;927.841833;131.168135
2022;8;26;18;23.464310;50.304833;930.518500;130.904500
2022;8;26;19;23.311896;50.453666;932.636333;130.827627
2022;8;26;20;23.067413;50.507500;932.380833;131.120833
2022;8;26;21;22.277758;50.476833;930.305000;131.633898
2022;8;26;22;21.509655;50.441833;928.589833;132.039333
2022;8;26;23;20.842413;50.365666;925.987333;132.520666
2022;8;27;0;20.244482;50.293050;923.694237;133.083389
2022;8;27;1;19.567586;50.228333;921.523500;133.654500
2022;8;27;2;18.991896;50.188000;920.009833;134.143559
2022;8;27;3;18.872586;50.173666;919.081000;134.607666
2022;8;27;4;18.719310;50.179000;918.520000;134.890000
2022;8;27;5;18.433793;50.171333;917.614833;135.309000
2022;8;27;6;18.220689;50.154333;916.414500;135.688500
2022;8;27;7;18.187931;50.179500;916.365000;136.010338
2022;8;27;8;18.437068;50.240000;916.954166;136.066666
2022;8;27;9;18.888103;50.323666;917.941833;135.714500
2022;8;27;10;19.628275;50.434666;919.445666;135.130338
2022;8;27;11;20.497413;50.562333;921.297666;134.618833
2022;8;27;12;23.160172;50.758500;924.861333;133.616271
2022;8;27;13;25.737413;51.108166;931.623000;131.712500
2022;8;27;14;26.347586;51.381000;936.016000;130.247833
2022;8;27;15;26.226206;51.562203;938.758813;129.160000
2022;8;27;16;23.041379;51.666166;939.330166;129.149333
2022;8;27;17;24.332068;51.673666;938.532333;129.807457
2022;8;27;18;23.807413;51.680666;937.811500;129.940166
2022;8;27;19;22.473793;51.636833;936.173333;130.287118
2022;8;27;20;21.586034;51.573333;934.020333;131.010166
2022;8;27;21;21.021034;51.489666;931.734166;131.747500
2022;8;27;22;20.955000;51.439000;930.013500;132.324745
2022;8;27;23;20.747586;51.409333;928.704000;132.756666
2022;8;28;0;20.203620;51.374745;927.109491;133.279322
2022;8;28;1;19.833965;51.341666;925.695333;133.494166
2022;8;28;2;19.422068;51.327000;924.608833;133.758305
2022;8;28;3;19.483103;51.307500;923.227000;133.954166
2022;8;28;4;18.812758;51.286833;921.972166;134.121666
2022;8;28;5;17.940862;51.243333;920.166333;134.617796
2022;8;28;6;17.809137;51.196333;918.326833;135.125166
2022;8;28;7;18.292758;51.219000;918.275833;140.657457
2022;8;28;8;18.678620;51.310500;919.373833;134.989333
2022;8;28;9;19.375344;51.398333;920.252166;134.656666
2022;8;28;10;20.312931;51.549833;922.731166;134.045762
2022;8;28;11;20.590689;51.703000;924.602000;133.357166
2022;8;28;12;21.257931;51.817500;926.111500;132.662542
2022;8;28;13;21.252586;51.952000;927.729000;131.954166
2022;8;28;14;20.681379;51.994166;927.488333;131.847666
2022;8;28;15;20.407068;51.990847;926.540508;132.091186
2022;8;28;16;20.825517;52.034333;926.846666;132.166166
2022;8;28;17;20.966896;52.088000;927.089000;132.080338
2022;8;28;18;20.439137;52.125666;926.872000;132.100500
2022;8;28;19;19.577241;52.087333;925.183000;132.969491
2022;8;28;20;19.474827;52.036833;923.463666;133.624833
2022;8;28;21;18.923793;51.989500;921.694000;134.254500
2022;8;28;22;17.109655;51.872500;918.421000;134.834067
2022;8;28;23;16.313448;51.715084;914.732711;135.421000
2022;8;29;0;15.165344;51.556500;910.989833;135.737288
2022;8;29;1;14.311206;51.390833;907.538666;135.919166
2022;8;29;2;13.741724;51.266333;904.732833;135.997796
2022;8;29;3;13.436724;51.154000;902.329500;136.106000
2022;8;29;4;13.266034;51.066833;900.296500;136.352500
2022;8;29;5;13.217068;51.034833;899.366333;136.416779
2022;8;29;6;12.774655;51.004000;898.349333;136.385333
2022;8;29;7;12.527931;50.934666;896.559500;136.599322
2022;8;29;8;12.513448;50.918166;895.974333;136.650333
2022;8;29;9;12.571896;50.953500;896.286166;136.807118
2022;8;29;10;12.698793;50.981000;896.298333;137.113166
2022;8;29;11;13.178448;51.030166;896.652333;137.287966
2022;8;29;12;12.982241;51.036666;896.203666;137.388666
2022;8;29;13;13.660862;51.082166;896.682333;137.188666
2022;8;29;14;14.627241;51.191186;898.201016;136.786440
2022;8;29;15;15.069122;51.860338;895.486610;135.794827
2022;8;29;16;15.482931;51.348644;899.989322;134.811833
2022;8;29;17;16.198793;51.510666;902.311666;133.615762
2022;8;29;18;16.569482;51.623833;903.629333;132.762333
2022;8;29;19;16.122413;51.669000;903.716000;132.186666
2022;8;29;20;15.697931;51.661500;902.909333;131.922881
2022;8;29;21;15.017758;51.619166;901.556833;132.068666
2022;8;29;22;14.556206;51.578000;900.430500;132.273559
2022;8;29;23;13.952241;51.547333;899.441500;132.197333
2022;8;30;0;13.285172;51.476949;897.790338;132.191016
2022;8;30;1;12.907241;51.415666;896.469666;132.287333
2022;8;30;2;12.641551;51.356333;895.126833;132.510333
2022;8;30;3;11.978103;51.297833;893.759833;132.717796
2022;8;30;4;11.638275;51.215000;891.978500;132.857333
2022;8;30;5;11.483859;51.173000;890.930500;132.783000
2022;8;30;6;11.047068;51.124333;889.652000;132.937288
2022;8;30;7;11.034137;51.083833;888.676166;133.168333
2022;8;30;8;12.019827;51.119500;889.145833;133.008500
2022;8;30;9;13.727241;51.277666;891.713500;132.275500
2022;8;30;10;17.813620;51.733333;899.498000;130.446949
2022;8;30;11;19.892413;52.092333;904.748000;128.280666
2022;8;30;12;19.057068;52.274833;906.881833;126.503728
2022;8;30;13;18.505964;52.436166;908.960666;124.497796
2022;8;30;14;19.391551;52.582666;910.773833;123.499661
2022;8;30;15;18.486379;52.595254;910.033728;122.713500
2022;8;30;16;18.230862;52.556000;908.872666;122.168333
2022;8;30;17;18.335000;52.555166;908.619500;121.716779
2022;8;30;18;18.217068;52.574666;908.740000;121.424000
2022;8;30;19;17.564827;52.567166;908.270000;121.401016
2022;8;30;20;16.854310;52.485666;906.545833;121.826833
2022;8;30;21;16.015689;52.391500;904.733166;122.640166
2022;8;30;22;15.137586;52.288166;902.797333;123.351864
2022;8;30;23;14.586034;52.192500;901.104166;123.987500
2022;8;31;0;13.673103;52.081694;899.119661;124.621694
2022;8;31;1;13.071379;51.957833;897.060333;125.207666
2022;8;31;2;12.684482;51.884833;895.858666;125.556271
2022;8;31;3;12.192758;51.806500;894.488000;125.992666
2022;8;31;4;11.727758;51.700833;892.695833;126.533166
2022;8;31;5;11.889310;51.645333;891.751666;126.872711
2022;8;31;6;11.895344;51.630666;891.407333;127.101666
2022;8;31;7;11.872413;51.622166;891.104833;127.809491
2022;8;31;8;12.411379;51.641000;891.277833;128.319836
2022;8;31;9;13.653103;51.758000;893.161333;128.259000
2022;8;31;10;16.139482;52.064333;898.308500;127.079152
2022;8;31;11;18.334310;52.327500;902.220666;125.358333
2022;8;31;12;18.675689;52.512333;904.930833;123.729322
2022;8;31;13;19.452280;53.275593;904.124745;122.121186
2022;8;31;14;19.092241;52.878000;910.055666;120.916666
2022;8;31;15;18.507413;52.851500;908.838333;119.969830
2022;8;31;16;18.505344;52.855500;908.756166;119.392666
2022;8;31;17;18.324655;52.846666;908.343500;119.090500
2022;8;31;18;18.063448;52.829333;907.826666;119.176610
2022;8;31;19;17.439827;52.804500;907.247000;119.513166
2022;8;31;20;16.758275;52.724745;905.610000;119.983559
2022;8;31;21;16.021206;52.627000;903.825500;120.549166
2022;8;31;22;15.267758;52.515333;901.862833;121.183000
2022;8;31;23;14.599137;52.416000;900.113000;121.770508
2022;9;1;0;13.920172;52.314666;898.255166;122.356833
2022;9;1;1;13.287931;52.198833;896.261500;122.868813
2022;9;1;2;12.601379;52.094833;894.584833;123.324000
2022;9;1;3;12.256724;51.980500;892.685000;123.718813
2022;9;1;4;11.896491;51.907288;891.615932;123.685500
2022;9;1;5;11.506379;51.859833;890.738333;123.820833
2022;9;1;6;10.992413;51.787833;889.382166;124.324915
2022;9;1;7;10.681379;51.704166;887.827000;124.860166
2022;9;1;8;11.526379;51.698833;887.628666;125.089333
2022;9;1;9;13.534827;51.873666;890.607000;124.884666
2022;9;1;10;17.606896;52.351333;898.569833;123.947966
2022;9;1;11;20.679655;52.750666;904.345500;122.563166
2022;9;1;12;20.443275;53.017666;907.620000;121.591186
2022;9;1;13;20.673275;53.289333;911.296166;120.512833
2022;9;1;14;19.710357;54.490178;902.110892;119.764385
2022;9;1;15;19.234117;53.369714;910.478000;119.319056
2022;9;2;8;11.772413;52.127000;888.212666;125.400166
2022;9;2;9;12.189827;52.143000;888.405333;125.645333
2022;9;2;10;12.795000;52.191833;889.116166;125.742372
2022;9;2;11;13.805862;52.278500;890.498666;125.653333
2022;9;2;12;14.606071;52.418793;892.673448;124.861379
2022;9;2;13;15.871551;52.545833;894.446000;123.572000
2022;9;2;14;16.971551;52.727333;897.263333;121.965833
2022;9;2;15;16.732280;53.370172;894.152586;120.870689
2022;9;2;16;17.188620;52.895333;899.198000;120.235333
2022;9;2;17;16.982413;52.943833;899.636833;119.749661
2022;9;2;18;16.828793;52.953333;899.650666;119.614500
2022;9;2;19;16.163620;52.942666;899.232833;119.884333
2022;9;2;20;15.411724;52.878333;897.947666;120.421864
2022;9;2;21;14.533103;52.780166;896.244166;121.071833
2022;9;2;22;13.487413;52.651694;894.008983;121.757966
2022;9;2;23;12.689649;52.517500;891.822000;122.332666
2022;9;3;0;12.149655;52.384833;889.658333;122.901864
2022;9;3;1;11.982413;52.307333;888.514000;123.411333
2022;9;3;2;11.744655;52.258000;887.689666;123.645423
2022;9;3;3;11.345517;52.212166;886.949166;123.778166
2022;9;3;4;10.794137;52.170000;886.238000;123.865000
2022;9;3;5;10.267586;52.096333;884.936333;124.185084
2022;9;3;6;9.847241;52.021525;883.654576;124.478000
2022;9;3;7;9.508448;51.953166;882.551333;124.963389
2022;9;3;8;10.110344;51.951166;882.375833;125.390500
2022;9;3;9;12.308103;52.098166;884.763500;125.473333
2022;9;3;10;16.207068;52.448333;890.368333;124.400338
2022;9;3;11;18.273103;52.759833;894.862333;123.135000
2022;9;3;12;17.697241;52.969833;897.448500;122.282711
2022;9;3;13;18.290862;53.192833;900.597500;121.288333
2022;9;3;14;18.600862;53.315666;901.724833;120.225254
2022;9;3;15;18.220689;53.384067;902.215084;119.411000
2022;9;3;16;17.934310;53.417166;902.291000;119.067166
2022;9;3;17;17.475862;53.414666;901.804333;118.922542
2022;9;3;18;17.178275;53.396166;901.211833;118.873833
2022;9;3;19;16.748620;53.366166;900.543500;118.890000
2022;9;3;20;15.983275;53.310666;899.333500;119.143000
2022;9;3;21;14.678965;53.151000;896.483500;119.895000
2022;9;3;22;13.575517;52.961500;893.481666;120.551864
2022;9;3;23;12.970517;52.830000;891.531000;120.868666
2022;9;4;0;12.516724;52.738813;890.178135;121.038474
2022;9;4;1;12.060344;52.663500;889.031833;121.122666
2022;9;4;2;11.607931;52.588333;887.870166;121.345666
2022;9;4;3;11.172586;52.521666;886.913333;121.649152
2022;9;4;4;10.789827;52.459666;885.910666;122.098000
2022;9;4;5;10.267931;52.395500;884.900333;122.562542
2022;9;4;6;9.738421;52.332666;883.790166;123.240666
2022;9;4;7;9.765000;52.289500;883.038666;123.841016
2022;9;4;8;10.459827;52.259666;882.496833;124.664166
2022;9;4;9;12.650344;52.406333;885.121833;124.573833
2022;9;4;10;16.943275;52.824666;891.867333;123.514406
2022;9;4;11;18.853275;53.223666;897.870000;122.481166
2022;9;4;12;19.627068;53.507666;901.916833;121.697118
2022;9;4;13;19.960172;53.787500;906.004666;120.590333
2022;9;4;14;19.886724;53.884166;906.678166;119.534576
2022;9;4;15;19.361551;53.889830;906.238474;118.774500
2022;9;4;16;19.379137;53.953000;907.177833;118.026166
2022;9;4;17;19.346724;54.021333;908.055333;117.953898
2022;9;4;18;18.306551;53.945833;906.509666;118.397000
2022;9;4;19;17.643965;53.865333;905.049000;118.984406
2022;9;4;20;15.863620;53.691166;902.069333;120.047166
2022;9;4;21;14.918620;53.501500;899.143666;121.013559
2022;9;4;22;14.463965;53.371666;897.285666;121.731000
2022;9;4;23;13.669482;53.240333;895.353666;122.523000
2022;9;5;0;13.106379;53.088474;893.211525;123.162881
2022;9;5;1;12.642241;52.984666;891.739166;123.779666
2022;9;5;2;12.195344;52.900000;890.557000;124.256779
2022;9;5;3;11.659482;52.822166;889.490333;124.751000
2022;9;5;4;11.195000;52.717833;887.880666;125.471666
2022;9;5;5;10.925172;52.632500;886.536666;125.970000
2022;9;5;6;10.749482;52.545333;885.200166;126.510833
2022;9;5;7;10.317931;52.447500;883.678166;127.354237
2022;9;6;8;10.962068;52.385333;883.040000;126.688833
2022;9;6;9;12.195789;54.087894;871.354912;132.536491
2022;9;6;10;16.077719;52.632666;887.613000;125.525666
2022;9;6;11;18.373035;53.542931;889.210172;46.140000
2022;9;6;12;17.842931;53.227666;896.692666;121.555593
2022;9;6;13;18.664655;53.427833;899.661000;120.163333
2022;9;6;14;18.741607;54.075000;896.847241;125.004482
2022;9;6;15;17.921724;53.544166;900.745500;118.393559
2022;9;6;16;17.445344;53.520000;900.221333;117.850000
2022;9;6;17;17.313793;53.468983;899.353050;117.546440
2022;9;6;18;17.155000;53.459833;899.349833;117.308500
2022;9;6;19;16.514310;53.451666;899.197666;117.364500
2022;9;6;20;15.713103;53.359833;897.688333;118.018983
2022;9;6;21;14.752413;53.238833;895.823833;118.792500
2022;9;6;22;13.896896;53.116666;893.897000;119.634067
2022;9;6;23;13.203965;52.963333;891.515500;120.593333
2022;9;7;0;12.535172;52.815500;889.408000;121.244000
2022;9;7;1;11.818275;52.682666;887.449833;121.786101
2022;9;7;2;11.161724;52.612711;886.523728;121.630333
2022;9;7;3;10.640517;52.515000;885.085833;121.788305
2022;9;7;4;10.132586;52.426333;883.707500;122.200333
2022;9;7;5;9.677413;52.344166;882.467500;122.614237
2022;9;7;6;9.115000;52.269000;881.230000;123.199000
2022;9;7;7;8.966896;52.208833;880.075333;123.960500
2022;9;7;8;9.195172;52.161000;879.141166;124.884666
2022;9;7;9;11.124035;52.779666;876.709000;125.553620
2022;9;7;10;15.328620;52.609666;886.508500;124.940666
2022;9;7;11;18.650689;53.135762;894.483389;123.309500
2022;9;7;12;18.487068;53.922166;893.758166;121.866271
2022;9;7;13;18.952545;54.194339;895.786415;126.853571
2022;9;8;8;10.560526;52.785932;874.696610;128.050508
2022;9;8;9;12.106440;52.334000;880.319666;128.301500
2022;9;8;10;14.858947;52.565333;884.310000;127.477627
2022;9;8;11;16.270344;52.895500;889.407833;125.937166
2022;9;8;12;16.160344;53.054333;891.642500;125.009166
2022;9;8;13;16.572068;53.152333;893.071166;124.172203
2022;9;8;14;16.678620;53.189833;893.564000;123.329166
2022;9;8;15;16.398620;53.194833;893.484000;122.628644
2022;9;8;16;16.213448;53.185084;893.331525;122.392166
